Stop ID,Neighborhood,Station Name,Line,canTransfer,Latitude,Longitude,Express
385,Crosstown,Nassau Av,G,FALSE,40.724635,-73.951277,local
386,Culver,18th Av,F,FALSE,40.629755,-73.976971,local
387,Culver,Av I,F,FALSE,40.625322,-73.976127,local
388,Culver,Av N,F,FALSE,40.61514,-73.974197,local
389,Culver,Av P,F,FALSE,40.608944,-73.973022,local
390,Culver,Av U,F,FALSE,40.596063,-73.973357,local
391,Culver,Av X,F,FALSE,40.58962,-73.97425,local
392,Culver,Bay Parkway,F,FALSE,40.620769,-73.975264,local
393,Culver,Ditmas Av,F,FALSE,40.636119,-73.978172,local
394,Culver,Kings Highway,F,FALSE,40.603217,-73.972361,local
395,Culver,Neptune Av,F,FALSE,40.581011,-73.974574,local
396,Fulton,Broadway Junction,A,TRUE,40.678334,-73.905316,express
397,Fulton,Broadway Junction,C,TRUE,40.678334,-73.905316,local
398,Fulton,Broadway Junction,L,TRUE,40.678334,-73.905316,local
399,Fulton,Broadway Junction,J,TRUE,40.678334,-73.905316,local
400,Fulton,Broadway Junction,Z,TRUE,40.678334,-73.905316,express
401,Fulton,Clinton - Washington Avs,C,FALSE,40.683263,-73.965838,local
402,Fulton,Euclid Av,A,TRUE,40.675377,-73.872106,express
403,Fulton,Euclid Av,C,TRUE,40.675377,-73.872106,local
404,Fulton,Hoyt - Schermerhorn Sts,A,TRUE,40.688484,-73.985001,express
405,Fulton,Hoyt - Schermerhorn Sts,C,TRUE,40.688484,-73.985001,local
406,Fulton,Hoyt - Schermerhorn Sts,G,TRUE,40.688484,-73.985001,local
408,Fulton,Kingston - Throop Avs,C,TRUE,40.679921,-73.940858,local
409,Fulton,Lafayette Av,C,FALSE,40.686113,-73.973946,local
411,Fulton,Liberty Av,C,TRUE,40.674542,-73.896548,local
412,Fulton,Nostrand Av,A,TRUE,40.680438,-73.950426,express
413,Fulton,Nostrand Av,C,TRUE,40.680438,-73.950426,local
415,Fulton,Ralph Av,C,TRUE,40.678822,-73.920786,local
417,Fulton,Rockaway Av,C,TRUE,40.67834,-73.911946,local
419,Fulton,Shepherd Av,C,TRUE,40.67413,-73.88075,local
420,Fulton,Utica Av,A,TRUE,40.679364,-73.930729,express
421,Fulton,Utica Av,C,TRUE,40.679364,-73.930729,local
422,Liberty,Rockaway Blvd,A1,TRUE,40.680429,-73.843853,local
423,Fulton,Van Siclen Av,C,TRUE,40.67271,-73.890358,local
424,Liberty,104th St,A1,FALSE,40.681711,-73.837683,local
425,Liberty,111th St,A1,FALSE,40.684331,-73.832163,local
426,Liberty,80th St,A,FALSE,40.679371,-73.858992,express
427,Liberty,88th St,A,FALSE,40.679843,-73.85147,express
428,Liberty,Grant Av,A,FALSE,40.677044,-73.86505,express
429,Liberty,Ozone Park - Lefferts Blvd,A1,FALSE,40.685951,-73.825798,local
430,Liberty,Rockaway Blvd,A,TRUE,40.680429,-73.843853,express
431,Queens Boulevard,169th St,F,FALSE,40.71047,-73.793604,express
432,Queens Boulevard,36th St,M,TRUE,40.752039,-73.928781,local
433,Queens Boulevard,36th St,R,TRUE,40.752039,-73.928781,local
434,Queens Boulevard,46th St,M,TRUE,40.756312,-73.913333,local
435,Queens Boulevard,46th St,R,TRUE,40.756312,-73.913333,local
436,Queens Boulevard,5th Av - 53rd St,E,TRUE,40.760167,-73.975224,local
437,Queens Boulevard,5th Av - 53rd St,M,TRUE,40.760167,-73.975224,local
438,Queens Boulevard,63rd Drive - Rego Park,M,TRUE,40.729846,-73.861604,local
439,Queens Boulevard,63rd Drive - Rego Park,R,TRUE,40.729846,-73.861604,local
440,Queens Boulevard,65th St,M,TRUE,40.749669,-73.898453,local
441,Queens Boulevard,65th St,R,TRUE,40.749669,-73.898453,local
442,Queens Boulevard,67th Av,M,TRUE,40.726523,-73.852719,local
443,Queens Boulevard,67th Av,R,TRUE,40.726523,-73.852719,local
444,Queens Boulevard,75th Av,E,TRUE,40.718331,-73.837324,express
445,Queens Boulevard,75th Av,F,TRUE,40.718331,-73.837324,express
446,Queens Boulevard,7th Av,B,TRUE,40.762862,-73.981637,express
447,Queens Boulevard,7th Av,D,TRUE,40.762862,-73.981637,express
448,Queens Boulevard,7th Av,E,TRUE,40.762862,-73.981637,local
449,Queens Boulevard,Briarwood - Van Wyck Blvd,F,TRUE,40.709179,-73.820574,express
450,Queens Boulevard,Elmhurst Av,M,TRUE,40.742454,-73.882017,local
451,Queens Boulevard,Elmhurst Av,R,TRUE,40.742454,-73.882017,local
452,Queens Boulevard,Forest Hills - 71st Av,E,TRUE,40.721691,-73.844521,express
453,Queens Boulevard,Forest Hills - 71st Av,F,TRUE,40.721691,-73.844521,express
454,Queens Boulevard,Forest Hills - 71st Av,M,TRUE,40.721691,-73.844521,local
455,Queens Boulevard,Forest Hills - 71st Av,R,TRUE,40.721691,-73.844521,local
456,Queens Boulevard,Grand Av - Newtown,M,TRUE,40.737015,-73.877223,local
457,Queens Boulevard,Grand Av - Newtown,R,TRUE,40.737015,-73.877223,local
458,Queens Boulevard,Jackson Heights - Roosevelt Av,E,TRUE,40.746644,-73.891338,express
459,Queens Boulevard,Jackson Heights - Roosevelt Av,F,TRUE,40.746644,-73.891338,express
460,Queens Boulevard,Jackson Heights - Roosevelt Av,M,TRUE,40.746644,-73.891338,local
461,Queens Boulevard,Jackson Heights - Roosevelt Av,R,TRUE,40.746644,-73.891338,local
462,Queens Boulevard,74th St - Broadway,7,TRUE,40.746644,-73.891338,express
463,Queens Boulevard,Jamaica - 179th St,F,FALSE,40.712646,-73.783817,express
464,Queens Boulevard,Kew Gardens - Union Turnpike,E,TRUE,40.714441,-73.831008,express
465,Queens Boulevard,Kew Gardens - Union Turnpike,F,TRUE,40.714441,-73.831008,express
466,Queens Boulevard,Lexington Av - 53rd St,E,TRUE,40.757552,-73.969055,express
467,Queens Boulevard,Lexington Av - 53rd St,M,TRUE,40.757552,-73.969055,local
469,Queens Boulevard,Northern Blvd,M,TRUE,40.752885,-73.906006,local
470,Queens Boulevard,Northern Blvd,R,TRUE,40.752885,-73.906006,local
471,Queens Boulevard,Parsons Blvd,F,FALSE,40.707564,-73.803326,express
472,Queens Boulevard,Queens Plaza,E,TRUE,40.748973,-73.937243,express
473,Queens Boulevard,Queens Plaza,M,TRUE,40.748973,-73.937243,local
474,Queens Boulevard,Queens Plaza,R,TRUE,40.748973,-73.937243,local
475,Queens Boulevard,Steinway St,M,TRUE,40.756879,-73.92074,local
476,Queens Boulevard,Steinway St,R,TRUE,40.756879,-73.92074,local
477,Queens Boulevard,Sutphin Blvd,F,FALSE,40.70546,-73.810708,express
478,Queens Boulevard,Woodhaven Blvd,M,TRUE,40.733106,-73.869229,local
479,Queens Boulevard,Woodhaven Blvd,R,TRUE,40.733106,-73.869229,local
480,Rockaway,Aqueduct,A2,TRUE,40.668234,-73.834058,local
481,Rockaway,Aqueduct,A3,TRUE,40.668234,-73.834058,local
484,Rockaway,Beach 105th St,A3,TRUE,40.583209,-73.827559,local
485,Rockaway,Beach 105th St,S3,TRUE,40.583209,-73.827559,local
486,Rockaway,Beach 25th St,A2,FALSE,40.600066,-73.761353,local
487,Rockaway,Beach 36th St,A2,FALSE,40.595398,-73.768175,local
488,Rockaway,Beach 44th St,A2,FALSE,40.592943,-73.776013,local
489,Rockaway,Beach 60th St,A2,FALSE,40.592374,-73.788522,local
490,Rockaway,Beach 67th St,A2,FALSE,40.590927,-73.796924,local
491,Rockaway,Beach 90th St,A3,TRUE,40.588034,-73.813641,local
492,Rockaway,Beach 90th St,S3,TRUE,40.588034,-73.813641,local
493,Rockaway,Beach 98th St,A3,TRUE,40.585307,-73.820558,local
494,Rockaway,Beach 98th St,S3,TRUE,40.585307,-73.820558,local
495,Rockaway,Broad Channel,A3,TRUE,40.608382,-73.815925,local
496,Rockaway,Broad Channel,S3,TRUE,40.608382,-73.815925,local
497,Rockaway,Far Rockaway - Mott Av,A2,TRUE,40.603995,-73.755405,local
499,Rockaway,Howard Beach - JFK Airport,A2,TRUE,40.660476,-73.830301,local
500,Rockaway,Howard Beach - JFK Airport,A3,TRUE,40.660476,-73.830301,local
501,Rockaway,Rockaway Park - Beach 116th St,A3,TRUE,40.580903,-73.835592,local
502,Rockaway,Rockaway Park - Beach 116th St,S3,TRUE,40.580903,-73.835592,local
503,Broadway-7th Ave,103rd St,1,FALSE,40.799446,-73.968379,local
504,Broadway-7th Ave,116th St - Columbia University,1,FALSE,40.807722,-73.96411,local
505,Broadway-7th Ave,125th St,1,FALSE,40.815581,-73.958372,local
506,Broadway-7th Ave,137th St - City College,1,FALSE,40.822008,-73.953676,local
507,Broadway-7th Ave,145th St,1,FALSE,40.826551,-73.95036,local
508,Broadway-7th Ave,157th St,1,FALSE,40.834041,-73.94489,local
509,Broadway-7th Ave,168th St,A,TRUE,40.840556,-73.940133,express
510,Broadway-7th Ave,168th St,C,TRUE,40.840556,-73.940133,local
511,Broadway-7th Ave,168th St,1,TRUE,40.840556,-73.940133,local
512,Broadway-7th Ave,181st St,1,FALSE,40.849505,-73.933596,local
513,Broadway-7th Ave,18th St,1,FALSE,40.74104,-73.997871,local
514,Broadway-7th Ave,191st St,1,FALSE,40.855225,-73.929412,local
515,Broadway-7th Ave,207th St,1,FALSE,40.864614,-73.918819,local
516,Broadway-7th Ave,215th St,1,FALSE,40.869444,-73.915279,local
517,Broadway-7th Ave,231st St,1,FALSE,40.878856,-73.904834,local
518,Broadway-7th Ave,238th St,1,FALSE,40.884667,-73.90087,local
519,Broadway-7th Ave,23rd St,1,FALSE,40.744081,-73.995657,local
520,Broadway-7th Ave,28th St,1,FALSE,40.747215,-73.993365,local
521,Broadway-7th Ave,34th St - Penn Station,1,TRUE,40.750373,-73.991057,local
522,Broadway-7th Ave,34th St - Penn Station,2,TRUE,40.750373,-73.991057,express
523,Broadway-7th Ave,34th St - Penn Station,3,TRUE,40.750373,-73.991057,express
524,Broadway-7th Ave,50th St,1,FALSE,40.761728,-73.983849,local
525,Broadway-7th Ave,66th St - Lincoln Center,1,FALSE,40.77344,-73.982209,local
526,Broadway-7th Ave,72nd St,1,TRUE,40.778453,-73.98197,local
527,Broadway-7th Ave,72nd St,2,TRUE,40.778453,-73.98197,express
528,Broadway-7th Ave,72nd St,3,TRUE,40.778453,-73.98197,express
529,Broadway-7th Ave,79th St,1,FALSE,40.783934,-73.979917,local
530,Broadway-7th Ave,86th St,1,FALSE,40.788644,-73.976218,local
531,Broadway-7th Ave,96th St,1,TRUE,40.793919,-73.972323,local
532,Broadway-7th Ave,96th St,2,TRUE,40.793919,-73.972323,express
533,Broadway-7th Ave,96th St,3,TRUE,40.793919,-73.972323,express
534,Broadway-7th Ave,Canal St,1,FALSE,40.722854,-74.006277,local
535,Broadway-7th Ave,Cathedral Parkway - 110th St,1,FALSE,40.803967,-73.966847,local
536,Broadway-7th Ave,Chambers St,1,TRUE,40.715478,-74.009266,local
537,Broadway-7th Ave,Chambers St,2,TRUE,40.715478,-74.009266,express
538,Broadway-7th Ave,Chambers St,3,TRUE,40.715478,-74.009266,express
539,Broadway-7th Ave,Christopher St,1,FALSE,40.733422,-74.002906,local
540,Broadway-7th Ave,WTC - Cortlandt,1,FALSE,40.712188,-74.012188,local
541,Broadway-7th Ave,Dyckman St,1,FALSE,40.860531,-73.925536,local
542,Broadway-7th Ave,Franklin St,1,FALSE,40.719318,-74.006886,local
543,Broadway-7th Ave,Houston St,1,FALSE,40.728251,-74.005367,local
544,Broadway-7th Ave,Marble Hill - 225th St,1,FALSE,40.874561,-73.909831,local
545,Broadway-7th Ave,Rector St,1,FALSE,40.707513,-74.013783,local
546,Broadway-7th Ave,Van Cortlandt Park - 242nd St,1,FALSE,40.889248,-73.898583,local
547,Clark,Court St,R,TRUE,40.693219,-73.989998,local
548,Clark,Borough Hall,2,TRUE,40.693219,-73.989998,local
549,Clark,Borough Hall,3,TRUE,40.693219,-73.989998,local
550,Clark,Borough Hall,4,TRUE,40.693219,-73.989998,express
551,Clark,Borough Hall,5,TRUE,40.693219,-73.989998,express
552,Clark,Clark St,2,TRUE,40.697466,-73.993086,local
553,Clark,Clark St,3,TRUE,40.697466,-73.993086,local
554,Clark,Fulton St,A,TRUE,40.709416,-74.006571,express
555,Clark,Fulton St,C,TRUE,40.709416,-74.006571,local
556,Clark,Fulton St,J,TRUE,40.709416,-74.006571,local
557,Clark,Fulton St,Z,TRUE,40.709416,-74.006571,express
558,Clark,Fulton St,2,TRUE,40.709416,-74.006571,express
559,Clark,Fulton St,3,TRUE,40.709416,-74.006571,express
560,Clark,Fulton St,4,TRUE,40.709416,-74.006571,express
561,Clark,Fulton St,5,TRUE,40.709416,-74.006571,express
562,Clark,Wall St,2,TRUE,40.706821,-74.0091,express
563,Clark,Wall St,3,TRUE,40.706821,-74.0091,express
564,Dyre Av,Baychester Av,5,FALSE,40.878663,-73.838591,local
565,Dyre Av,Eastchester - Dyre Av,5,FALSE,40.8883,-73.830834,local
566,Dyre Av,Gun Hill Rd,5,FALSE,40.869526,-73.846384,local
567,Dyre Av,Morris Park,5,FALSE,40.854364,-73.860495,local
568,Dyre Av,Pelham Parkway,5,FALSE,40.858985,-73.855359,local
569,Eastern Parkway,Bergen St,2,TRUE,40.680829,-73.975098,local
570,Eastern Parkway,Bergen St,3,TRUE,40.680829,-73.975098,local
571,Eastern Parkway,Eastern Parkway - Brooklyn Museum,2,TRUE,40.671987,-73.964375,local
572,Eastern Parkway,Eastern Parkway - Brooklyn Museum,3,TRUE,40.671987,-73.964375,local
573,Eastern Parkway,Botanic Garden,S2,TRUE,40.670682,-73.958131,local
574,Eastern Parkway,Franklin Av,2,TRUE,40.670682,-73.958131,local
575,Eastern Parkway,Franklin Av,3,TRUE,40.670682,-73.958131,local
576,Eastern Parkway,Franklin Av,4,TRUE,40.670682,-73.958131,express
577,Eastern Parkway,Franklin Av,5,TRUE,40.670682,-73.958131,express
578,Eastern Parkway,Grand Army Plaza,2,TRUE,40.675235,-73.971046,local
579,Eastern Parkway,Grand Army Plaza,3,TRUE,40.675235,-73.971046,local
580,Eastern Parkway,Hoyt St,2,TRUE,40.690545,-73.985065,local
581,Eastern Parkway,Hoyt St,3,TRUE,40.690545,-73.985065,local
582,Eastern Parkway,Kingston Av,3,FALSE,40.669399,-73.942161,local
583,Eastern Parkway,Nevins St,2,TRUE,40.688246,-73.980492,local
584,Eastern Parkway,Nevins St,3,TRUE,40.688246,-73.980492,local
585,Eastern Parkway,Nevins St,4,TRUE,40.688246,-73.980492,express
586,Eastern Parkway,Nevins St,5,TRUE,40.688246,-73.980492,express
587,Eastern Parkway,Nostrand Av,3,FALSE,40.669847,-73.950466,local
588,Eastern Parkway,Crown Heights - Utica Av,3,TRUE,40.668897,-73.932942,local
589,Eastern Parkway,Crown Heights - Utica Av,4,TRUE,40.668897,-73.932942,express
590,Flushing,103rd St,7,FALSE,40.749865,-73.8627,local
591,Flushing,111th St,7,FALSE,40.75173,-73.855334,local
592,Flushing,34th St - Hudson Yards,7,FALSE,40.755882,-74.00191,local
593,Flushing,Court Square - 23 St,E,TRUE,40.747023,-73.945264,express
594,Flushing,Court Square - 23 St,G,TRUE,40.747023,-73.945264,local
595,Flushing,Court Square - 23 St,M,TRUE,40.747023,-73.945264,local
596,Flushing,Court Square - 23 St,7,TRUE,40.747023,-73.945264,local
597,Flushing,82nd St - Jackson Heights,7,FALSE,40.747659,-73.883697,local
598,Flushing,90th St Elmhurst,7,FALSE,40.748408,-73.876613,local
599,Flushing,46th St - Bliss St,7,FALSE,40.743132,-73.918435,local
600,Flushing,69th St - Fisk Av,7,FALSE,40.746325,-73.896403,local
601,Flushing,Flushing - Main St,7,FALSE,40.7596,-73.83003,local
602,Flushing,Grand Central - 42nd St,4,TRUE,40.751431,-73.976041,express
603,Flushing,Grand Central - 42nd St,5,TRUE,40.751431,-73.976041,express
604,Flushing,Grand Central - 42nd St,6,TRUE,40.751431,-73.976041,local
605,Flushing,Grand Central - 42nd St,7,TRUE,40.751431,-73.976041,local
606,Flushing,Grand Central - 42nd St,S1,TRUE,40.751431,-73.976041,express
607,Flushing,Hunters Point Av,7,FALSE,40.742216,-73.948916,local
608,Flushing,Junction Blvd,7,FALSE,40.749145,-73.869527,local
609,Flushing,52nd St - Lincoln Av,7,FALSE,40.744149,-73.912549,local
610,Flushing,40th St - Lowery St,7,FALSE,40.743781,-73.924016,local
611,Flushing,Mets - Willets Point,7,FALSE,40.754622,-73.845625,local
612,Flushing,Queensboro Plaza,N,TRUE,40.750582,-73.940202,express
613,Flushing,Queensboro Plaza,W,TRUE,40.750582,-73.940202,local
614,Flushing,Queensboro Plaza,7,TRUE,40.750582,-73.940202,local
615,Flushing,33rd St - Rawson St,7,FALSE,40.744587,-73.930997,local
616,Flushing,Vernon Blvd - Jackson Av,7,FALSE,40.742626,-73.953581,local
617,Flushing,61st St - Woodside,7,FALSE,40.74563,-73.902984,local
618,Jerome,138th St,4,TRUE,40.813224,-73.929849,local
619,Jerome,138th St,5,TRUE,40.813224,-73.929849,local
620,Jerome,149th St - Grand Concourse,2,TRUE,40.818375,-73.927351,local
621,Jerome,149th St - Grand Concourse,4,TRUE,40.818375,-73.927351,local
622,Jerome,149th St - Grand Concourse,5,TRUE,40.818375,-73.927351,local
623,Jerome,167th St,4,FALSE,40.835537,-73.9214,local
624,Jerome,170th St,4,FALSE,40.840075,-73.917791,local
625,Jerome,176th St,4,FALSE,40.84848,-73.911794,local
626,Jerome,183rd St,4,FALSE,40.858407,-73.903879,local
627,Jerome,Bedford Park Blvd - Lehman College,4,FALSE,40.873412,-73.890064,local
628,Jerome,Burnside Av,4,FALSE,40.853453,-73.907684,local
629,Jerome,Fordham Rd,4,FALSE,40.862803,-73.901034,local
630,Jerome,Kingsbridge Rd,4,FALSE,40.86776,-73.897174,local
631,Jerome,Mosholu Parkway,4,FALSE,40.87975,-73.884655,local
632,Jerome,Mt Eden Av,4,FALSE,40.844434,-73.914685,local
633,Jerome,Woodlawn,4,FALSE,40.886037,-73.878751,local
634,Jerome,161st St - Yankee Stadium,B,TRUE,40.827994,-73.925831,local
635,Jerome,161st St - Yankee Stadium,D,TRUE,40.827994,-73.925831,express
636,Jerome,161st St - Yankee Stadium,4,TRUE,40.827994,-73.925831,express
637,Lenox,Central Park North (110 St),2,TRUE,40.799075,-73.951822,express
638,Lenox,Central Park North (110 St),3,TRUE,40.799075,-73.951822,express
639,Lenox,116th St,2,TRUE,40.802098,-73.949625,express
640,Lenox,116th St,3,TRUE,40.802098,-73.949625,express
641,Lenox,125th St,2,TRUE,40.807754,-73.945495,express
642,Lenox,125th St,3,TRUE,40.807754,-73.945495,express
643,Lenox,135th St,2,TRUE,40.814229,-73.94077,express
644,Lenox,135th St,3,TRUE,40.814229,-73.94077,express
645,Lenox,145th St,3,FALSE,40.820421,-73.936245,express
646,Lenox,Harlem - 148th St,3,FALSE,40.82388,-73.93647,express
647,Lexington,103rd St,6,FALSE,40.7906,-73.947478,local
648,Lexington,110th St,6,FALSE,40.79502,-73.94425,local
649,Lexington,116th St,6,FALSE,40.798629,-73.941617,local
650,Lexington,125th St,4,TRUE,40.804138,-73.937594,express
651,Lexington,125th St,5,TRUE,40.804138,-73.937594,express
652,Lexington,125th St,6,TRUE,40.804138,-73.937594,local
653,Lexington,23rd St,6,FALSE,40.739864,-73.986599,local
654,Lexington,28th St,6,FALSE,40.74307,-73.984264,local
655,Lexington,33rd St,6,FALSE,40.746081,-73.982076,local
658,Lexington,51st St,6,TRUE,40.757107,-73.97192,local
659,Lexington,68th St - Hunter College,6,FALSE,40.768141,-73.96387,local
660,Lexington,77th St,6,FALSE,40.77362,-73.959874,local
661,Lexington,86th St,4,TRUE,40.779492,-73.955589,express
662,Lexington,86th St,5,TRUE,40.779492,-73.955589,express
663,Lexington,86th St,6,TRUE,40.779492,-73.955589,local
664,Lexington,96th St,6,FALSE,40.785672,-73.95107,local
665,Lexington,Astor Place,6,FALSE,40.730054,-73.99107,local
666,Lexington,Bowling Green,4,TRUE,40.704817,-74.014065,express
667,Lexington,Bowling Green,5,TRUE,40.704817,-74.014065,express
668,Lexington,Chambers St,J,TRUE,40.713065,-74.004131,local
669,Lexington,Chambers St,Z,TRUE,40.713065,-74.004131,express
670,Lexington,Brooklyn Bridge - City Hall,4,TRUE,40.713065,-74.004131,express
671,Lexington,Brooklyn Bridge - City Hall,5,TRUE,40.713065,-74.004131,express
672,Lexington,Brooklyn Bridge - City Hall,6,TRUE,40.713065,-74.004131,local
673,Lexington,Spring St,6,FALSE,40.722301,-73.997141,local
674,Lexington,Wall St,4,TRUE,40.707557,-74.011862,express
675,Lexington,Wall St,5,TRUE,40.707557,-74.011862,express
676,New Lots,Junius St,3,FALSE,40.663515,-73.902447,local
677,New Lots,New Lots Av,3,FALSE,40.666235,-73.884079,local
678,New Lots,Pennsylvania Av,3,FALSE,40.664635,-73.894895,local
679,New Lots,Rockaway Av,3,FALSE,40.662549,-73.908946,local
680,New Lots,Saratoga Av,3,FALSE,40.661453,-73.916327,local
681,New Lots,Sutter Av,3,FALSE,40.664717,-73.92261,local
682,New Lots,Van Siclen Av,3,FALSE,40.665449,-73.889395,local
683,Nostrand,Beverly Rd,2,TRUE,40.645098,-73.948959,local
684,Nostrand,Beverly Rd,5,TRUE,40.645098,-73.948959,local
685,Nostrand,Church Av,2,TRUE,40.650843,-73.949575,local
686,Nostrand,Church Av,5,TRUE,40.650843,-73.949575,local
687,Nostrand,Flatbush Av - Brooklyn College,2,TRUE,40.632836,-73.947642,local
688,Nostrand,Flatbush Av - Brooklyn College,5,TRUE,40.632836,-73.947642,local
689,Nostrand,Newkirk Av,2,TRUE,40.639967,-73.948411,local
690,Nostrand,Newkirk Av,5,TRUE,40.639967,-73.948411,local
691,Nostrand,President St,2,TRUE,40.667883,-73.950683,local
692,Nostrand,President St,5,TRUE,40.667883,-73.950683,local
693,Nostrand,Sterling St,2,TRUE,40.662742,-73.95085,local
694,Nostrand,Sterling St,5,TRUE,40.662742,-73.95085,local
695,Nostrand,Winthrop St,2,TRUE,40.656652,-73.9502,local
696,Nostrand,Winthrop St,5,TRUE,40.656652,-73.9502,local
697,Pelham,3rd Ave - 138th St,6,FALSE,40.810476,-73.926138,local
698,Pelham,Brook Av,6,FALSE,40.807566,-73.91924,local
699,Pelham,Buhre Av,6,FALSE,40.84681,-73.832569,local
700,Pelham,Castle Hill Av,6,FALSE,40.834255,-73.851222,local
701,Pelham,Cypress Av,6,FALSE,40.805368,-73.914042,local
702,Pelham,E 143rd St - St Mary's St,6,FALSE,40.808719,-73.907657,local
703,Pelham,E 149th St,6,FALSE,40.812118,-73.904098,local
704,Pelham,Elder Av,6,FALSE,40.828584,-73.879159,local
705,Pelham,Hunts Point Av,6,FALSE,40.820948,-73.890549,local
706,Pelham,Longwood Av,6,FALSE,40.816104,-73.896435,local
707,Pelham,Middletown Rd,6,FALSE,40.843863,-73.836322,local
708,Pelham,Morrison Av - Soundview Av,6,FALSE,40.829521,-73.874516,local
709,Pelham,Parkchester,6,FALSE,40.833226,-73.860816,local
710,Pelham,Pelham Bay Park,6,FALSE,40.852462,-73.828121,local
711,Pelham,St Lawrence Av,6,FALSE,40.831509,-73.867618,local
712,Pelham,Westchester Square - East Tremont Av,6,FALSE,40.839892,-73.842952,local
713,Pelham,Whitlock Av,6,FALSE,40.826525,-73.886283,local
714,Pelham,Zerega Av,6,FALSE,40.836488,-73.847036,local
715,White Plains Road,3rd Av - 149th St,2,TRUE,40.816109,-73.917757,local
716,White Plains Road,3rd Av - 149th St,5,TRUE,40.816109,-73.917757,local
717,White Plains Road,174th St,2,TRUE,40.837288,-73.887734,local
718,White Plains Road,174th St,5,TRUE,40.837288,-73.887734,local
719,White Plains Road,219th St,2,TRUE,40.883895,-73.862633,local
721,White Plains Road,225th St,2,TRUE,40.888022,-73.860341,local
723,White Plains Road,233rd St,2,TRUE,40.893193,-73.857473,local
725,White Plains Road,Nereid Av,2,TRUE,40.898379,-73.854376,local
727,White Plains Road,Allerton Av,2,TRUE,40.865462,-73.867352,local
729,White Plains Road,Bronx Park East,2,TRUE,40.848828,-73.868457,local
731,White Plains Road,Burke Av,2,TRUE,40.871356,-73.867164,local
733,White Plains Road,East 180th St,2,TRUE,40.841894,-73.873488,local
734,White Plains Road,East 180th St,5,TRUE,40.841894,-73.873488,local
735,White Plains Road,West Farms Square - East Tremont Av,2,TRUE,40.840295,-73.880049,local
736,White Plains Road,West Farms Square - East Tremont Av,5,TRUE,40.840295,-73.880049,local
737,White Plains Road,Freeman St,2,TRUE,40.829993,-73.891865,local
738,White Plains Road,Freeman St,5,TRUE,40.829993,-73.891865,local
739,White Plains Road,Gun Hill Rd,2,TRUE,40.87785,-73.866256,local
741,White Plains Road,Intervale Av,2,TRUE,40.822181,-73.896736,local
742,White Plains Road,Intervale Av,5,TRUE,40.822181,-73.896736,local
743,White Plains Road,Jackson Av,2,TRUE,40.81649,-73.907807,local
744,White Plains Road,Jackson Av,5,TRUE,40.81649,-73.907807,local
745,White Plains Road,Pelham Parkway,2,TRUE,40.857192,-73.867615,local
746,Liberty,Rockaway Blvd,A3,TRUE,40.680429,-73.843853,local
747,White Plains Road,Prospect Av,2,TRUE,40.819585,-73.90177,local
748,White Plains Road,Prospect Av,5,TRUE,40.819585,-73.90177,local
749,White Plains Road,Simpson St,2,TRUE,40.824073,-73.893064,local
750,White Plains Road,Simpson St,5,TRUE,40.824073,-73.893064,local
751,White Plains Road,Wakefield - 241st St,2,TRUE,40.903125,-73.85062,local
752,Liberty,Rockaway Blvd,A2,TRUE,40.680429,-73.843853,local
753,2 Avenue,72nd St,Q,TRUE,40.768878,-73.957563,express
754,2 Avenue,86th St,Q,TRUE,40.777989,-73.951589,express
755,2 Avenue,96th St,Q,TRUE,40.783692,-73.947658,express
756,Broadway Jamaica,Alabama Av,Z,TRUE,40.676992,-73.898654,express
757,Broadway,City Hall,W,TRUE,40.713282,-74.006978,local
758,Queens Boulevard,Briarwood - Van Wyck Blvd,E,TRUE,40.709179,-73.820574,express
759,Broadway Jamaica,Lorimer St,J,TRUE,40.703957,-73.947374,local
760,Broadway Jamaica,Lorimer St,M,TRUE,40.703957,-73.947374,local
761,Crosstown,Church Av,G,TRUE,40.644041,-73.979678,local
762,Crosstown,Fort Hamilton Parkway,G,TRUE,40.650782,-73.975776,local
763,Crosstown,15 St - Prospect Park,G,TRUE,40.660365,-73.979493,local
764,6 Avenue,7th Av,G,TRUE,40.666271,-73.980305,local
