2,1
4,1
5,1
6,1
7,1
9,1
10,1
11,1
14,1
16,1
18,1
19,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
29,1
30,1
31,1
32,1
33,1
41,3
42,3
52,6
54,6
55,6
56,6
57,6
59,6
60,6
61,6
62,6
63,6
64,6
65,7
73,A
74,A
75,A
76,A
77,A
91,C
94,C
95,C
97,F
99,F
101,F
106,L
105,L
110,Q
111,Q
112,Q
