1,1A,2,3,4,5,6,7,8A,9,10,11,12,13A,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
2,34,35,36A,3,8A,12,13A,17,20,37,38,39,40
3,34,35,36A,3,8A,12,13A,17,20,37,38,39,40,41,42
4,43,44,45A,46,47,48A,49,50
5,43,44,45A,46,47,48A,49,50
6,45A,51,52,53A,54,46,55,56,57,47,58A,48A,59,60,49,61,62,63,64,50
7,65,13A,66A,47
A,35,36B,67,68,69,70,13B,15,71,72,28,73,74,75,76,77
B,78,53B,68,79,66B,80,81,15,82,83,84,85,86,87,88,71,89,72,90
C,35,36B,91,67,68,69,92,70,13B,93,15,82,83,84,85,86,87,88,71,89,72,94,95,28
D,78,53B,68,79,66B,80,81,15,71,72,90
E,36C,67,68,69,92,70,13B,93,81,96,58B
F,97,98,99,53B,68,8A,100,79,66B,80,101,102
J,103,35,45B,51,104,98
L,69,8B,46,106,105
M,98,53B,68,8A,100,79,66B,80,96,58B
N,51,46,79,13A,107,108,109,48B
Q,51,46,79,13A,108,102,110,111,112
R,1B,113,114,115,51,116,117,46,118,119,79,13A,107,108,109,48B
S,13A,47
W,1B,113,114,115,51,116,117,46,118,119,79,13A,107,108,109,48B
Z,103,35,45B,51,104,98
